,Review-Body,label
4339,purchased this phone on,1
4340,not battery pickup old phone arley used phon,1
4341,please tell me what should i do how can i replace my phone,1
4342,itna mahnga ram ram ehte badiya aam khab pure season,1
4343,don,1
4344,phone is slow and hang,1
4345,i think this mobile oppo a,1
4346,battery capacity is low,1
4347,broken phone received,1
4332,overheat whencharginggamingwatching tv,1
4348,camera,1
4331,worst camera quality,1
4329,phone is over hit during video call and charging,1
4314,money waist,1
4315,very bad camera not suggesting baught any realme phone in this budget atleast camera is good,1
4316,phone heating speaker sound not good,1
4317,don,1
4318,waste of money,1
4319,battery not run,1
4320,overall performance is ok,1
4321,i rated not for the phonei purchased phone after,1
4322,average product at high cost under name of oneplus,1
4323,worst phone,1
4324,itam demes,1
4325,this is not good,1
4326,please don,1
4327,screen stucks after,1
4328,bakery set,1
4330,rd class mobile,1
4349,worst phone not even worth,1
4350,very bad phone,1
4351,no video no photo click,1
4372,m ye phone to lena chatha hu but feedback dekh kr lena ka mn nhi kr raha kya feedback sahi h galat,1
4374,technicain is lier,1
4375,not good,1
4376,bad,1
4377,good product,1
4378,cemera quality is not good clearty is very poor,1
4379,the media could not be loaded,1
4380,poor qualtity,1
4381,the display suddenly goes away,1
4382,purchased on,1
4383,dual app option is not available,1
4384,a worst product a,1
4385,worst services worst camera,1
4386,not satisfied,1
4387,worst purchase,1
4371,dislike,1
4370,phone stopped working within one month,1
4369,wrost product hangs a lot hd,1
4368,i have received a defective phone,1
4352,waste of money,1
4353,don,1
4354,mobile is on but not show anything on display,1
4355,good,1
4356,don,1
4357,heating issue not cofortable like as professional mobile,1
4358,battery charging very slow,1
4312,bad quality,1
4359,purchased on,1
4361,not good,1
4362,chinese mobile screen,1
4363,excessive heating issue in device,1
4364,worst,1
4365,not a good,1
4366,not bad,1
4367,this mobile come with,1
4360,weast and worest phone,1
6078,best phone for this price,1
6079,good product good quality,1
6080,good,1
7763,after reading other comments,1
7764,if you are looking for a camera phone then don,1
7765,good value for money product,1
7766,i am writing this review after using this phone for more than a year,1
7767,headphone not in box as disclosed while buying,1
7768,battery,1
7769,simply a superb phone from oppo,1
7770,price is slightly higher than the normal range,1
7771,some problem available but ok worth,1
7772,nice product,1
7773,battery backup is good,1
7774,good,1
7776,nice product,1
7777,budget wise ok,1
7778,all features are satisfactory and worth to price,1
7762,if you have low budget and want a good performance phone and this is just for you,1
7779,good quality of camera,1
7761,i felt little lag while using the device,1
7759,overall good phone but not gameing purpose,1
7744,perfect,1
7745,didn,1
7746,sound clarity not that much,1
7747,good mobile,1
7748,good,1
7749,good,1
7750,at a cost of,1
7751,the phone oppo a,1
7752,very good product at best price range,1
7753,very good mobile phone this price segment better backup excellent phone look is very styles camera quality so so not satisfied me,1
7754,i think this is the best smartphone from oppo in this price range,1
7755,oppo is another good product,1
7756,it,1
7757,just awesome it,1
7758,a good specification mobile,1
7760,overall good product,1
7743,battery lasts for more than two days for average user,1
7780,overall good phone under the,1
7784,good mobile,1
7807,ram performance could much better,1
7808,very very like,1
7809,i had received nice product thanks to amazon worth for rs,1
7810,very good,1
7811,superb mobile in small budget dont hesitate just go,1
7812,it,1
7813,very nice phone,1
7814,super mobile,1
7815,good phone,1
7816,good phone in this price range except the camera,1
7817,the media could not be loaded,1
7819,awesome,1
7820,ntg,1
7821,nice pis,1
7823,nice phone,1
7806,nice phone in this price range,1
7783,processor is good but charger should be like,1
7805,not happy with the camera so far i used in a month may be after using more my feedback can change on this,1
7803,i am facing network lock code issue,1
7787,good mobile for this price,1
7788,hyy,1
7789,mobile phone,1
7790,like normal android mobilescamera quality is not goodcharging,1
7791,battery life is very good,1
7792,advantage of this phone is it,1
7793,amazing it,1
7794,is range mein kaafi thik phone hain ab tak toh thik chala hain aage dekhte hain kaisa hoga,1
7795,nice mobile in this price,1
7796,happy with the performance of the phonebut the camera quality is not that great when compared to redmi phones,1
7797,average product,1
7798,budget friendly mobile,1
7799,touch screen good and battery life exilent but camera,1
7800,good,1
7802,battery backup is not so good but average,1
7804,this is the honest review,1
7824,at this range,1
7742,battery,1
7740,need to work on camera on low light,1
7686,the product is great but the thing which made my experience worse was that the phone was already used and when i got the phone there were all sorts of weird photos,1
7687,average phonegood,1
7688,good as this price range,1
7689,ok,1
7690,phone is good in this segment but selfie camera is poor,1
7691,the media could not be loaded,1
7693,mi alwas work good,1
7694,i loved the device,1
7695,good product in this price order in great indian festival and the product is little bit camera problem,1
7696,,1
7697,love the amazon service,1
7698,average,1
7699,poor camera quality as compared,1
7700,go for real me,1
7701,good battery,1
7685,good product at low price,1
7702,excellent camera and charging speed,1
7684,phone looks cool in hand,1
7682,nice,1
7667,good look and nice mobile in this price range,1
7668,according to the budget,1
7669,camera not good,1
7670,i am a best fan and user of mi but in this phone look like something is missing first of all camera quality is not good specially front camera and front camera pounch hole is too big that doesn,1
7671,if you are choosing this phone then it,1
7672,no call recording feature hardware spec is good,1
7673,comfort,1
7674,good but camera quality is not as expected,1
7675,nice,1
7676,good for gift to parents,1
7677,camera should have been better,1
7678,camera is not good,1
7679,best mobile,1
7680,software is smooth,1
7681,looking good,1
7683,camera is below average,1
7741,ok ok,1
7703,overall good for this segment,1
7705,nice only i used second hand good product and nice only quality it,1
7725,oppo a,1
7726,the media could not be loaded,1
7727,oppo stands for it,1
7728,this is a really good mobile,1
7729,performance is good,1
7730,good,1
7731,there is no headphone in the package,1
7732,purchased for my friend,1
7733,nice just bought it,1
7734,no,1
7735,the camera quality is not upto the mark,1
7736,picture quality is not as expected,1
7737,this phone is worth for the price,1
7738,value for money,1
7739,budget phone,1
7724,good quality product,1
7704,it is ok in this price range,1
7723,super but sometimes it hangs,1
7721,good,1
7706,using this phone since last,1
7707,phone quality is very good as described meeting all standard,1
7708,the phone is too good and it meet my expectations but i actually need to tell that the packing of phone must be done carefully because in my case packing was soo bad and god,1
7709,performance is really good but just one issue it takes,1
7710,good phone,1
7711,supeb mobile within my budget,1
7712,it takes more time for charging,1
7713,good camera,1
7714,good,1
7715,best phones in low price with ram,1
7716,nice phone,1
7717,good product,1
7718,everything is ok but not providing earphones,1
7719,display is only hd,1
7720,battery life is not bad,1
7722,very good mobile in mid range,1
7825,good one,1
7826,gd,1
7827,good,1
7926,it,1
7927,face recognition and fingerprint is working fine,1
7928,really so nice oppo mobile,1
7929,nice mobile phone with amazing picture quality and a value for money product,1
7930,batary backup,1
7931,amazing phone look wise performance wise excellent,1
7932,battery is awesome with,1
7934,has everything you could need for daily usage,1
7935,no words,1
7936,i use exchange offer and that is really so simple,1
7937,like this phone,1
7938,value for money,1
7939,nj icecream,1
7940,best phone on this price,1
7941,very nice product,1
7925,the phone is excellent but if the front and rear camara should be high and should be their dark mode compalsary but it should be added fastly and should give ear phonesonly main default is not nice camara should be high because the less cost mobiles will take more tean agers so they do moor selfies so it should increase and oppo is the selfie expert but this phone no selfie expert camara for next phone it should increase,1
7942,superb product within range,1
7924,it,1
7922,overall phone is good,1
7907,bought it for my wife,1
7908,battery life is to good screen quality is best for video and soft touch screen,1
7909,orderd for neighbor and its working good,1
7910,the phone is too good,1
7911,best mobile phone for everybody,1
7912,good,1
7913,certainly for me it,1
7914,good,1
7915,attractive and reasonable price,1
7916,too much lag,1
7917,very good for the value,1
7918,i have got what i wanted to get,1
7919,upgraded from poco f,1
7920,the person loved it and have been boosting about its features,1
7921,overal product is performing well,1
7923,very nice phone,1
7906,got this phone for,1
7943,camera is not good,1
7945,superr performance,1
7966,over all good,1
7967,i like battery what i don,1
7968,all is good,1
7969,like,1
7970,i do like this device,1
7971,good,1
7972,camera is poor results,1
7974,low quality camera,1
7975,ok,1
7976,fingerprint okkkkk battery gooddd camera okkk,1
7977,great in this price range,1
7978,worth money,1
7979,battery life super,1
7980,the media could not be loaded,1
7981,i am satisfied,1
7965,good product,1
7944,best phone under,1
7964,so far the phone has been goodgood camera quality too,1
7961,nice performance every thing is upto the mark,1
7946,i loved this phone,1
7947,the built quality,1
7948,best ever experience of my life after using,1
7949,best every day using phone,1
7950,not good and seller also not good in packing,1
7951,the media could not be loaded,1
7952,awesome phone,1
7953,i have been using oneplus phones since the launch of one plus,1
7954,may be not very good for photography but it is overall a very good phone,1
7955,perfect device for me,1
7956,very slim mobile look and feel,1
7957,best looking phone,1
7958,light weightedelegant lookamibent displaysleek styleflawless working experiencegood sound qualitycamera damn goodstorage vastno space issueno lackingsuper vooc chargering,1
7959,fingerprint reader works really well,1
7960,product is good,1
7963,good working condition,1
7905,genuine review,1
7904,the media could not be loaded,1
7903,oppo always exports premium quality mobiles,1
7848,this mobile was nice,1
7849,i like massive design and colour,1
7850,good fone,1
7851,nice phone with best features,1
7852,a budjet phone with all required features,1
7853,this product deserves five,1
7854,absolutely gorgeous phone and fastest speed and camera quality,1
7855,good phone on this price tag,1
7856,this smart fon looking is very nice camera quality is very good fast charging finger print and face lock fast,1
7857,product is good withbest battery backup and charging speed,1
7858,this is the best phone i ever had till now in the last,1
7859,i like this product,1
7860,good battery backup,1
7861,value for money,1
7862,best mobile in the price segment don,1
7847,nice phone,1
7863,battery charging or backup is so great,1
7846,it,1
7844,i loved how fast this phone is,1
7828,in action it was mentioned,1
7830,good,1
7831,nice,1
7832,oppo is very good company but bettery backup is very bad mobile looking is very good,1
7833,batt time is so good sound good camera ok,1
7834,good,1
7835,nice phone,1
7836,likes it,1
7837,there is,1
7838,the media could not be loaded,1
7839,all things are good,1
7840,i ordered this phone for my brother,1
7841,good product n original,1
7842,good,1
7843,the battery life is very bad,1
7845,i would like to suggest to those who are looking a device in this range i used this device last,1
7864,have charged it thrice,1
7865,good product,1
7866,like amazon fast delivery and perfect price range than other online market store thanks amazon,1
7887,super phone i like it,1
7888,nice product delivery date of india,1
7889,i bought it for my mother in law and she likes it and can use it comfortably,1
7890,love it,1
7891,phone looks very attractive in bahamas blue colour,1
7892,nice product,1
7893,good,1
7894,good product,1
7895,camara is not good in low light,1
7896,i am happy,1
7897,inam using this phone one month battery life is good,1
7898,a must buy phone at an affordable price,1
7900,nord ce,1
7901,nice camera,1
7902,this product is awesome and has become my favourite phone it,1
7886,all features are good,1
7885,overall phone good but there is some features not available,1
7884,brilliant phone,1
7883,value of money,1
7867,good value for money,1
7868,prosdisplay,1
7869,nice product,1
7870,seems good till date,1
7871,i have a best experience with this oppo phone and amazon is very good with timely and safe delivery,1
7872,battery life very good,1
7873,the media could not be loaded,1
7666,purchased for my mother,1
7874,so far so good,1
7876,oneplus as always never fais to disappoint,1
7877,satisfied,1
7878,value for money,1
7879,camera is superb and battery is also good,1
7880,good,1
7881,at first after reading about the nagetive reviews i was very much confused but now totally relieved after a month of usage,1
7882,good productsihave use mobile lest,1
7875,an absolute delight to have this phone in hand at such a throwaway price,1
7665,fingerprint reader is tooo good,1
7664,i like it,1
7663,after few days battery life is reduced,1
7439,g,1
7440,good,1
7441,processor is bit slow,1
7442,xiaomi has provided a magnificent smartphone in low budget section with increadible feature and great visual asthetics,1
7443,ok,1
7445,the media could not be loaded,1
7446,camer and battery is too good for this cost,1
7448,phone is good at this price but camera quality is very poor,1
7449,nothing to like everything to dislike,1
7450,dislikes,1
7451,battery life bikul achi nhi hi,1
7452,battery drain guickly,1
7453,battery discharging quickly,1
7454,call voice eco when it is on call as land line phone,1
7455,battary is very good bt display quality very bed,1
7438,it will going slow when you are recoding the video on snapchat on that time the screen goes frezz,1
7457,back camera is showpiece because is not working,1
7437,charging adapter came with phone turned out to be defective,1
7435,its a good product and handy,1
7420,awaaz hi nahin hai volume ki gadbadi hai,1
7421,this is high end budget phone that is packed with features,1
7422,camara is ok for normal photography,1
7423,overall features are greag but camera quality is not so good,1
7424,very bad experience with this phone,1
7425,sound quality is not good it,1
7426,camera not,1
7427,display no doubt best but do not expect great visual as compared to flagship,1
7428,phone hangs so many times,1
7429,product is good but if you are looking for camera phone than this phone is not for you because,1
7430,camera quality bad,1
7431,all are good,1
7432,the screen is not having gorrila glass protection,1
7433,all are fine,1
7434,very low audio while on calls,1
7436,nice,1
7419,lagging some time,1
7458,poor camera quality,1
7460,apart from the display,1
7481,camera quality is very bad,1
7482,the product is good but delivery was another level slow after more than one week delay with delivery i went to collect the product by myself,1
7483,phone hang hota hai,1
7484,disliked camera quality,1
7485,poor camera quality and overall not satfied with the phone,1
7486,some times it,1
7487,camera quality is bad,1
7488,please don,1
7489,i,1
7490,camera quality is very baad,1
7491,its video quality is poor,1
7492,i must say this phone is the worst purchase i have ever made,1
7493,,1
7494,camera and performance is worth,1
7495,fingerprint quality and charging speed is good,1
7480,camera,1
7459,as it is said to be trusted brand,1
7479,camera quality is worst,1
7477,great battery life,1
7461,slow,1
7463,like but battery is too disappointed,1
7464,not impressed with camera quality and audio clarity,1
7465,camera not good quality,1
7466,new phone getting hanged frequently,1
7467,good,1
7468,i bought,1
7469,blue tooth is not working,1
7470,the media could not be loaded,1
7471,i raised the quiery return replaced on,1
7472,so much heating,1
7473,finger trip not used camera of fornt too much bad,1
7474,,1
7475,mobile battery runs low,1
7476,just okay not good,1
7478,hanging issue so take a look and all is well nd battery life is awesome,1
7418,ok,1
7417,expected more speed in operation,1
7416,no much difference between,1
7360,display not good very low brightness,1
7361,to normal usage it is not for gaming,1
7362,ir not include,1
7363,processor is not powerful,1
7364,camera quality is very lowdon,1
7365,face lock slow and battery ok camera is worst,1
7366,good products,1
7367,camera quality is not that much good as described but other function are good,1
7368,not bad,1
7369,average price so good phone,1
7370,camera just ok but not as expected in this range,1
7371,good phone,1
7372,good,1
7373,please improve finger print quality,1
7374,i am satisfied this phone,1
7359,camera features not good,1
7375,back camera is not good,1
7358,not working properly suddenly got stuck,1
7356,good phone,1
7340,the media could not be loaded,1
7341,old features with new namecamera quality is very bad,1
7342,overall good but not very good it,1
7343,nice mobile but camera is not standard quantity of,1
7344,avreeg,1
7345,fingerprint is completele done,1
7346,battery quality is not good,1
7347,like,1
7348,it,1
7350,nil,1
7351,under performence,1
7352,camera quality not good,1
7353,yes i am like thise,1
7354,i like all things but camera quality is not good as much,1
7355,gb ram but mobile phone is slowly working,1
7357,good one,1
7377,all over phone is ok,1
7378,didn,1
7379,some time fingerprints sensor not detected,1
7401,just ok phone,1
7402,just average,1
7403,you should not buy this mobile because i have use this phone regularly you should buy realms c,1
7404,there is no back case in the box,1
7405,screen issue started after using one day,1
7406,speaker has a low sound,1
7407,average phone,1
7408,call volume for voice not ok,1
7409,no,1
7410,good thing about phoneaverage camera,1
7411,not good as compared to other phones at this range,1
7412,after,1
7413,good,1
7414,battery backup ist very p,1
7415,audio is not working properly when reboot the mobile it,1
7400,camera quality is badpersonal use ke thik thak hai,1
7399,camera quality is worst,1
7398,voice clarity no,1
7397,for home,1
7380,touch performance was very poor,1
7381,worst front camera,1
7382,good for the price of the phone,1
7383,some times fingerprint reader not working properly,1
7385,it is not a good smartphone,1
7386,they don,1
7387,front camera is very bad,1
7496,camera quality of phone is worst outherwise but redmi have to improve camera quality very disappointed,1
7388,the phone is working fine but not having ir device to operate as tv control as i am doing for earlier amazon redmi,1
7390,review after long usage,1
7391,dislike,1
7392,value formony,1
7393,kharab h,1
7394,battery life is good but camera quality is poor,1
7395,this phone should be within,1
7396,poor camera quality,1
7389,this is a good phone but the speaker is not so good,1
7982,just good,1
7497,this is the worst product ever i have seen,1
7499,battery life is low camra,1
7606,nice phone,1
7607,its our,1
7608,overall its good and satisfied for the price,1
7609,excellent brand and functions camera quality best display is better sound quality is better fingerprint working properly and overall experience is good,1
7610,it,1
7611,charging of battery have so long time,1
7612,i,1
7613,bought nord ce,1
7615,all the features are good like battery power,1
7616,camera quality is very good compared to samsung phones in this price range,1
7617,camera is decent no front flashlight though,1
7618,battery drains like iphone,1
7619,a balanced phone i would say,1
7620,the media could not be loaded,1
7621,it,1
7605,value of money,1
7623,,1
7604,very good,1
7598,jai,1
7582,mobile is good at this price,1
7583,it is a budget phone but it feels cheaper to the touch,1
7584,best phone in this budget no heating problem smooth screen touch camera quality awasomnot c plus charger coming,1
7585,good quality,1
7586,phone looks decent and slim,1
7587,it,1
7588,this is a good phone under this budget,1
7589,phone is better as expected from redmi and the delivery was on time,1
7590,excellent product,1
7591,good device considering the price,1
7592,battery quality is not good not performing well,1
7594,super,1
7595,feeling is good,1
7596,good,1
7597,good product,1
7603,ossam,1
7581,comparatively very good product in budget,1
7624,product is good but protection,1
7626,redmi,1
7648,nice mobile,1
7649,it is good but voice is not louderbattery backup is good overall performance is in this range,1
7650,all over good,1
7651,touch quality not bad need better qualityapart from that everything ok,1
7652,battery backup too good,1
7653,great phone,1
7654,mp camera is good,1
7655,pure value for money,1
7656,works good but start lagging on heavy use,1
7657,handy product,1
7658,good phone under,1
7659,best in budget,1
7660,nice phone color also,1
7661,avarage,1
7662,fingerprint sensor is quite slow that,1
7647,no back cover and headphones was provided with the mobile,1
7625,ok is goodi give a presentation to my wifei know very well for the six months for,1
7646,awesome product,1
7644,good product,1
7627,i thik it is the best product in this range of smartphone devices,1
7628,plz don,1
7629,not from hardcore gaming,1
7630,overall a good product,1
7631,battery performance is not satisfied,1
7632,very good product,1
7633,suporb product,1
7634,it,1
7635,camera is not good as expected,1
7636,regularly,1
7637,my primary phone screen shattered and due to lockdown i,1
7638,like,1
7639,good at,1
7641,liked,1
7642,battery backup is awesome but i am watching something in youtube,1
7645,very good mobile and also price,1
7580,this is nice mobile in this range,1
7579,good battery life,1
7578,battery is too good and it is comfortable feel in hands,1
7520,camera quality is not so good,1
7521,lalach,1
7523,fingerprint very slow,1
7524,dislike,1
7525,,1
7526,avg,1
7527,camera quality is very bad,1
7528,na,1
7529,we all know samsung has made it segment,1
7530,back camera is good but frot camera is worst,1
7531,average,1
7532,compare,1
7533,good,1
7534,camera if f,1
7535,as per price,1
7519,camera quality is very poor,1
7536,good product,1
7518,overall good,1
7516,good,1
7500,actually people,1
7501,feels like processor is slow,1
7502,camera quality is not good,1
7503,mobile battery problem,1
7504,,1
7505,not value for money,1
7506,battery is too week,1
7507,after using for almost,1
7508,was having high expectations while buying,1
7509,charger is just horrible,1
7510,badi galti ho gayi isko purchase karke,1
7511,i got the back cover with yellow dots and in very bad condition,1
7512,ok,1
7514,camera quality not so good,1
7515,camera is not good,1
7517,good phone,1
7537,camera quality is very bad do not buy this phone,1
7538,not bad avarge,1
7539,battery and camera bad,1
7561,writing review after,1
7562,front camerascreen brightness,1
7563,disappointed with this mobile,1
7564,finger print sensor is not fast,1
7566,camera quality is worst,1
7567,hitting problem,1
7569,camera not good heating when changed,1
7570,writing this review after using one and half month,1
7571,i,1
7572,front camera,1
7573,camera is bad,1
7574,worst phone ever,1
7575,one of good mobile in budget price range camera is bit low overall decent product,1
7576,salfi not ok,1
7577,ok,1
7560,heat up problem in very short use,1
7559,less value of phone as per cost,1
7558,battery backup is not good as they saidfinger recognising is also not goodphoto clarity is very goodsound effects are nice,1
7557,worst battery,1
7540,why earphones r not available to this phone,1
7541,camera quality is not good,1
7542,totally vest,1
7543,finger print reader is not good,1
7544,phone is looking very good,1
7545,finger print scanner is good but camera quality is not up to the mark,1
7547,don,1
7498,camera quality poor,1
7548,this is my first oneplus phone and i,1
7550,sound and speaker quality are not upto mark,1
7551,average phone,1
7552,because of camera quality poor,1
7553,compared to cost it carry,1
7554,battery life is shorter,1
7555,hi sellers please provide in the box case include,1
7556,camera qulaittis very poorbattery is goodamazon service is good but product is not as good,1
7549,camera quality is not good,1
7983,ok,1
7984,vijay rom,1
7985,been using since,1
8400,very good mobile phone camra quality and battery life is good in this price range is very good looking,1
8401,its very good for decent user no worry aboat performamce,1
8402,amazing phone,1
8403,all are good but camera are avrage and this model don,1
8404,nice product,1
8405,the media could not be loaded,1
8406,nice mobile,1
8407,worth for maney,1
8408,overall good product,1
8409,everything is best,1
8410,good one,1
8411,its okey,1
8412,camera super,1
8413,like,1
8414,good,1
8399,screen quality very nice,1
8415,nice phone,1
8398,i love this product it,1
8396,nice phone for their value,1
8380,the camera was not as expected,1
8381,thoda bhari hbaki sab okkkkkkk,1
8382,the media could not be loaded,1
8383,best quality,1
8384,good one,1
8385,yes,1
8386,heat the phone,1
8387,value for your money,1
8388,sound werry low,1
8389,good purchase,1
8390,ok,1
8391,good battery backup,1
8393,value for money,1
8394,okay,1
8395,like,1
8397,good value for money,1
8379,awesome,1
8416,very good phone at this price,1
8419,good,1
8440,the photo colour is not original but amazing photos,1
8441,overall nice product,1
8442,good,1
8443,best purches,1
8444,nice,1
8445,nice phone,1
8446,it,1
8447,good one,1
8448,good,1
8449,very good phone around,1
8450,battery backup is average,1
8451,good,1
8453,need to increase camera quality,1
8454,nice,1
8455,ph ph,1
8439,value for money,1
8418,good,1
8438,i dont like camera quality of this smartphone,1
8436,good one from oneplus,1
8420,camera,1
8421,v,1
8422,it was good product in budget,1
8423,after one month used the best mobile,1
8424,varry nicely products,1
8425,small sound,1
8426,i absolutely love this phone,1
8427,just wow,1
8428,good phone,1
8429,setisfy,1
8430,good,1
8431,good,1
8432,nice phone i m loving it,1
8433,good product,1
8434,macro camera should be better,1
8437,best camera battery and fast charging,1
8378,best quality,1
8377,nice mobile overall,1
8376,no headphones provided,1
8322,could be better compared with,1
8323,good phone but battery backup needs to be improved,1
8324,nice phone on this price,1
8325,nice phone i lovebit,1
8326,awesome look and feelaverage performance and battery backup,1
8327,till now we didn,1
8328,camera is average,1
8329,brand name they use most powerfull processor in every mobile phone,1
8330,battery capacity need to be improved to,1
8331,headphone was not included in the box,1
8332,it,1
8333,lighter,1
8334,like that product go for it,1
8335,camera on time mobile hanging,1
8336,nice phone and decent camera at this price,1
8321,used this phone for a week and here,1
8337,battery life getting,1
8320,nice but os,1
8318,camera is not as expected,1
8303,very good processor and also censer,1
8304,fast,1
8305,na,1
8306,my phone,1
8307,nice,1
8308,good back design,1
8309,very good look,1
8310,gud phone if your budget,1
8311,camera quality very average,1
8312,amazing to get this mobile at this price,1
8313,the overall product is good,1
8314,purchased in apr month,1
8315,the battery of the phone is good and the phone looks good but the display quality is also good,1
8316,very light phone,1
8317,phone is light weight,1
8319,value for money,1
8338,finger print,1
8339,camera quality thik nhi hai,1
8340,one and only plus point is its fast charging,1
8361,display refreshing rate not too good,1
8362,nice,1
8363,not bad,1
8364,worst camera wualy,1
8365,over all its good,1
8366,nic phone,1
8367,fast charging,1
8368,nae,1
8369,it,1
8370,best one,1
8371,very useful and good phone,1
8372,battery life is really good,1
8373,battery is gooddisplay is not that good,1
8374,name,1
8375,good one,1
8360,good,1
8359,quality is good,1
8358,nice,1
8357,gud phn this price range,1
8341,battery life is really good because of,1
8342,hang hota he,1
8343,camera quality is extremely good but the battery and fingerprint sensor is average,1
8344,it is good looking phone but battery is avrage continue using time,1
8345,this is a good phone but if you have the budget of,1
8346,everything is superb except the battery,1
8347,excellent phone,1
8456,camera average,1
8348,camera thoda optimiz chahiyabattery thodi jyada chahiye thi,1
8350,in love with this phone,1
8351,i got it for,1
8352,phone is realy very good,1
8353,sach a nice mobile,1
8354,like,1
8355,some heating issue,1
8356,nyc picture quality,1
8349,not bad this price range,1
8302,in starting it was getting fully charged within,1
8457,i disliked the camera quality,1
8459,camera,1
8557,camera quality not good,1
8558,good phone worthy for the price,1
8559,average,1
8561,best mobile in low cast,1
8562,battery backup superb and fast charging,1
8563,best in price and all,1
8564,not bed,1
8565,good,1
8566,nice phone,1
8567,upgrade battery amh,1
8568,super,1
8569,super oppo,1
8570,warmth,1
8571,nice product,1
8572,no,1
8556,no earphones given in,1
8573,good nice,1
8555,good phone,1
8553,value of money,1
8538,good,1
8539,value for money,1
8540,fast charging,1
8541,hanging problem,1
8542,but camera is average,1
8543,like product,1
8544,value for money,1
8545,value for money,1
8546,worth to buy this product with this price range,1
8547,avrage,1
8548,good,1
8549,charger me dikkt h,1
8550,not bad,1
8551,over all good mobile,1
8552,it,1
8554,i like it,1
8537,good,1
8574,pasand,1
8576,overall good in this price range,1
8596,nice phone on this price,1
8597,good product,1
8598,i like this product,1
8599,value for money,1
8600,good,1
8601,light weight and beautiful,1
8602,fingerprint sensor is very goodbattery life is also goodcamera is decent but,1
8603,very good phone best in price rangeloved to buy items from amazon,1
8604,good phone at this rate,1
8605,screen brightness is medium,1
8606,good,1
8607,display not good,1
8608,best screen quality,1
8609,good,1
8610,nice product camera quality is that best,1
8595,superb,1
8575,i like this phone colour feature but i dis appointed it can hart up quickly,1
8594,mobile is good but battery quality is poor,1
8592,the mobile is very nice and happy with its performance,1
8577,sound quality not good,1
8578,the media could not be loaded,1
8579,very good and nice,1
8580,all battery backup good model good this camera is not good,1
8581,good,1
8582,ok,1
8583,good one mobile,1
8584,nice phone,1
8585,best mobile ever,1
8586,i like it,1
8587,nice mobil,1
8588,nice,1
8589,nice phone in this price range,1
8590,good,1
8591,phone is good but camera and battery is average,1
8593,dislike,1
8536,worst product,1
8535,nice phone under,1
8534,ok,1
8479,good phone,1
8480,ko,1
8481,great experience to use this,1
8482,better than other phone,1
8483,supper,1
8484,not bad,1
8485,good products,1
8486,lack of features,1
8487,best camera,1
8488,nice look thin and,1
8489,ok,1
8490,good one,1
8491,nice smart phone,1
8492,nice phone in this budget,1
8493,overall good but camera quality is poor,1
8478,nice phone,1
8494,mobile is getting heated up while charging,1
8477,battery life,1
8475,backside is not looking good,1
8460,nice phone,1
8461,nice phone,1
8462,dislike this camera,1
8463,i like this phone,1
8464,thank you,1
8465,very good,1
8466,nice budget phone,1
8467,battery backup issue,1
8468,good,1
8469,find good quality,1
8470,value for money,1
8471,nice product,1
8472,i like you your phone,1
8473,excellent,1
8474,nice mobile phone,1
8476,good quality,1
8495,it,1
8496,battery frequently when using mobile heet,1
8497,oppo a,1
8518,worth purchasing,1
8519,ok good phone thanks amazon,1
8520,good phone,1
8521,worth it in price so many functions is there but sometimes having issues in sound while calling,1
8522,best mobile comprising of all latest features,1
8523,picture is not as good as expected,1
8525,it,1
8526,nice,1
8527,value for money,1
8528,good fon but showing,1
8529,good one,1
8530,it,1
8531,very low voice coming while speaking phone calls,1
8532,nice,1
8533,sir,1
8517,ok,1
8516,like,1
8515,nice mobile,1
8514,like,1
8498,nice,1
8499,perfeect piece,1
8500,camera quility is not good under price,1
8501,worth to price,1
8502,peso ke hisab se thik he,1
8503,like,1
8504,average,1
8458,nice phone,1
8505,very nice mobile,1
8507,good,1
8508,above average phone,1
8509,good,1
8510,i like this mobile very much also good product,1
8511,good,1
8512,recommend purchase,1
8513,i like this product,1
8506,ok,1
7339,for camera users please don,1
8301,camera quality is not so good,1
8299,there is a heating issue,1
8089,good product,1
8090,the media could not be loaded,1
8091,go for it,1
8092,as well as samsung,1
8093,i like this phone for the light weight and looks perfect in hand,1
8094,awesome features this phone good quality,1
8095,product expected is excellent,1
8096,good mobile,1
8097,gud product,1
8098,good,1
8099,very nice,1
8100,ye,1
8101,picture quality is average,1
8102,nice product,1
8103,like,1
8088,good,1
8104,good product,1
8087,good,1
8084,average,1
8067,product was awesome,1
8069,good,1
8070,good product,1
8071,nice,1
8072,finger print sometime it,1
8073,,1
8074,good at all,1
8076,vaise thik hai,1
8077,display is little bit slow,1
8078,overall good,1
8079,good quality value for money,1
8080,picture,1
8081,camera not good but mobile performance good,1
8082,low voice,1
8083,battery not going long,1
8086,good,1
8066,,1
8105,good,1
8107,good phone,1
8128,the media could not be loaded,1
8129,good mobile phone in this segment,1
8130,good about quality but very soon get cracked,1
8131,i like the phone,1
8132,mobile is good easy to use with single hand and the best part is the,1
8133,i am in love with this phone,1
8134,excellent lower midrange smartphone with nice look and appropriate performance,1
8135,camera quality is very poor,1
8136,excellent camera with good looks,1
8137,i didn,1
8138,during whatsapp call,1
8139,ye mobile acha nhi haiabhi,1
8140,in this price range the looks and built quality are great,1
8141,this product gifted from me to my son,1
8142,got the delivery nicely everything is good but the mobile,1
8127,gud,1
